Section 1 Header,Timestamp,Species,Location Header,GMU,County,District,Area,Region,Same Address,Incident Header,Incident Date,Incident Time,Complaint Type,Type of Property Damage,Service Provided,Hazing Method,Animal Data,Previous Ear Tag?,Ear Tag Side,Ear Tag Color,Ear Tag Number,Previous PIT tag #,Previous Collar,Sex,Age,Color,Further Response,Staff Assigned,Site Inspection Heading,Violation,Violation Action,Citation #,Marked Animal Heading,Capture Method,New Ear Tag Color,New Ear Tag Number,New PIT Tag (Dec),New Collar,Collar Manufacturer,Collar Type,Collar Frequency,Collar Code,Collar Serial #,Release Header,Release Date,Release Location,Seal #,Photos?,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Comments,Total Incidents
Bear/Lion Incident Report,7/9/2020 8:31,Black Bear,Incident Location,39,Clear Creek,527 - Idaho Spgs,Area 01,NE,Y,Incident Information,7/8/2020,9:55:00 PM,Food Source Property Damage,Other,"Advice/Phone Call , Site Inspection , Trap Set",,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmMwMThhOWQyLlBob3RvJTIwMS4xOTQ2MjYuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWY0MWVkNDgyZmVmMjY3MjU2M2YxYTk4ZTA5NDc2NWRmODdhODllMGM5ZmFkM2NlOGMyOWViMzk3ZjcwYWM1YjFhNjRlOTM2ZjAxOWY3NDNlNDcyN2FhNjA4M2I3YzM3MA==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmMwMThhOWQyLlBob3RvJTIwMi4xOTQ2MjYuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTFjZTdmNGM1MGM0NTdmZTljZjRjZWM4MmUxZGMwODc3YmZiZWJjYjRkOTNhYzhkZTBlZDAwZjA4YzE3ODNlMGQyNDhhNTA4N2VlYWExODBjODBhYmIyYTFjZjJlOTE2Ng==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmMwMThhOWQyLlBob3RvJTIwMy4xOTQ2MjYuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWIzY2EzNzNiNmMyMTk0YzkxMTIwNDdhMTlkOWNkZTcwYzE3YTBmMzI2NWQ2MDgxMjJjNTQwYTliMjU4M2Y3ZmJhNTAyMWU0NDQyN2UxMWMwY2E2NTZkNDEyZDc0YzdjNQ==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmMwMThhOWQyLlBob3RvJTIwNC4xOTQ2MzAuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTc4YTdmMmI3MGU0OTEyZTNhMjUzMjQ2NDZmZjRkNDY4ZjJlMWE1ZTUzMmNmMGI2NGNhYWNkYTNjZTZmMzVkNGIwODM4MmExYWYzODhjMmZkNWRiZDgwZWJlMzQ3NTExMA==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmMwMThhOWQyLlBob3RvJTIwNS4xOTQ2MzEuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTgzNjEzYWY3NmQ1ZWVjZDZkMmUwYzBhNjY2ZGVlMGNkZDVjYzM1NWQ2NTA5ZTUwYzU4MjJkZThiMjZmMDU5OGMxMGIzNGQ0NjU0NDc2NTEwMTdhMjhkOTUxYjg1NzAwYg==&w=600,"YES reached out to WLO 527 by phone, got vm, text next.  Then will give to on call if I don't hear back soon.

Bear entered home last night through the 3"" plywood boarded window broken by bear last Sept. while owner was sleeping last night and got sugar and into the refrigerator.  He is thinking a barrel needs to be set.  Said an officer would be in contact.  T.Wallace NERO

WL 527 and 525 responded and set box trap from Mt Evans on 7/9. Bear is large in sized based off track size. 7/10 bear entered trap and was able to back out and was not caught WALTER 

7/20 bear came back and pushed through a glass door and entered the kitchen area and got into sugar. 527 re baited trap. 

7/21 bear came back to the door and ripped off plywood that RP had fixed the door with and entered the kitchen again.

7/22 527 replaced box trap with the green culvert trap from Mt Evans. Trap and camera were set. RP made a large bear mat covering the entire deck. Bear came back the night of 7/22 and was caught on camera but did not enter the trap. Bear caused no damage on 7/22. RP sent photos of bear prints. Large bear hind prints roughly 8 inches long. WALTER

Trap pulled by 527",
Bear/Lion Incident Report,8/17/2020 15:44,Black Bear,Incident Location,19,Larimer,186 - Poudre,Area 04,NE,Y,Incident Information,8/17/2020,5:30:00 AM,Sighting,,"Site Inspection , Hazed",Less lethal round,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,"A saw with a cub had been hanging around the resort. The bears had been trying to get into trash cans, but the cans are Bear proof. The bear had been eating berries and apple along the river.",
Bear/Lion Incident Report,10/19/2020 9:02,Black Bear,Incident Location,51,Douglas,544 - Castle Rock W,Area 05,NE,Y,Incident Information,10/19/2020,9:02:00 AM,"Food Source Property Damage , Sighting",Trash,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/19/2020 20:05,Black Bear,Incident Location,20,Larimer,124 - Estes Park,Area 02,NE,,Incident Information,7/17/2020,2:46:00 AM,Non-Food Property Damage,,"Advice/Phone Call , Site Inspection",,N,,,,,,,,,,N,,Site Inspection,,,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjgyMWY3MmRmLlBob3RvJTIwMS4wMjI1MTQuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWQwZGMyNzIwODQyZTllNTlmZmVlYzFlN2M5MDhjNWI3YWNjZTBjZTFmYjhmOTgwZWZiNGM4NWNkNWQ0YjBkNjFmMGNkNDRjYjgxYWE3ZWUzMTJlOWY3M2M4OTZiMzBjZQ==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjgyMWY3MmRmLlBob3RvJTIwMi4wMjI1MTQuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTMyNGQyZDVmNWE0ZmUyY2E4M2EwYzE3YjUyNjk4ZTc2MGMyMTUyY2Q5NjI4NzJjNWFhMmZkN2VlOWQ1YWRkMzQxMDBkZTE2MTNkZjE4MzU5Mzc3OGFkZGZiOGMyMGUyZQ==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjgyMWY3MmRmLlBob3RvJTIwMy4wMjI1MTQuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTdiM2I0NTY4Yjc4YmJjOTk3YzAzMWMwYTE1MzExZjcxZGVhNjdjZGMyMGIyNTdlNDM4MGY2MTg1OWUwMjUyOGQ5Mzc3ZjE4Yjk0ZTMzNGUzYThhMWRhODJmMzg3YzgwNQ==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjgyMWY3MmRmLlBob3RvJTIwNC4wMjI1MTcuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTVjMTk1NjkyZGY5NTY2MWEyNTk2OTU0MWViNGNiM2RhMmEzMjYwZjlmN2YxMTE0MDkwYWM4NjlhZTYwNTRjNjBiYTBkYzk0MTZjZTkwZjExOTlhNTc1ZTMwODNlOWYwNg==&w=600,,WL124: Bear tried to enter Tyndal cabin.  RP who is security for the YMCA contacted the person staying at the cabin who told him he heard a noise coming from the living room and got up to look and then said the bear was trying to crawl through the window and he yelled and the bear ran away. Bear ripped screen off two windows and front door screen.,
Bear/Lion Incident Report,5/19/2020 15:30,Black Bear,Incident Location,511,El Paso,284 - C Spgs NW,Area 14,SE,Y,Incident Information,5/19/2020,4:50:00 AM,Food Source Property Damage,Livestock,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,4/14/2020 11:58,Black Bear,Incident Location,73,Montezuma,327 - Cortez,Area 15,SW,Y,Incident Information,4/10/2020,4:30:00 AM,"Sighting , Unsubstantiated",,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,6/30/2020 14:09,Black Bear,Incident Location,29,Boulder,127 - Boulder N,Area 02,NE,Y,Incident Information,6/30/2020,5:30:00 AM,"Non-Food Property Damage , Sighting",,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjE2NmE1MGMzLlBob3RvJTIwMS4xNzQzNDQuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTdkYjA1MjUyMWQ2ZDI2OGU1Y2EyYmViNWEzMTU4NGZiZjVjOWQxOWRlOWQ1YTlhYTgxNmJmYjQ1ZTQ1ZjhjM2Y0Y2E5YmIxNjdlMjQ4YjBjY2VmMGUzNzBkMGQzOTE2NQ==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjE2NmE1MGMzLlBob3RvJTIwMi4xNzQzNDQuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPThhMGRlYjA2ZWQ2YTM3YjExZTFhZGYwNDU2MDMwZmYzNzZlMGJmMTQ5NDhjMjI1MDg4NGE1MWNkMDhkNGYwYzVjNjgxYTEwNTI3YmIyMmJkNjIzZDFiNzZmOGNjNWE4MA==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjE2NmE1MGMzLlBob3RvJTIwMy4xNzQzNDQuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWI3ZWJjYjU0YmM1ZTI1NzgwNzFkNGNmMTVkNzgzOTFlYzE4NzFiODk2MzM4YjU3MjEzOGZhOTBjNjdlM2I0MjE4ZWMzYWQyMTU3YWViZGMyZjY2ZDMzMWE3ZGI2NTQ0OQ==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjE2NmE1MGMzLlBob3RvJTIwNC4xNzQzNDguanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTRhMWRhOGYzOTYzYWNjM2I2NWViNzg5NTM0Njg4YzRiYjg1YzhlMzJjYTRlYTRiMDkzM2FmNTAyYzk3YmViNGQ3NTFjYjM5MzI4ZjdmZTY0MjgzOTUwMWZlYTI2OTgxMw==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjE2NmE1MGMzLlBob3RvJTIwNS4xNzQzNTAuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTg0NjVmYmUyNjIzYjY0MzdhMmI1ZGNjODUzN2ZkMDI5M2EzNTNkMTE3NDhkOWUyYmUwOWI4ZmMwNGZjNDY4MTFmZTc4YTkxYTZkY2I3NzI4ZWQ1OThlMmZmYTE5ZjhmZQ==&w=600,,
Bear/Lion Incident Report,6/19/2020 11:39,Black Bear,Incident Location,110,El Paso,282 - C Spgs E,Area 14,SE,Y,Incident Information,6/18/2020,9:22:00 PM,"Food Source Property Damage , Sighting",Trash,"No Action , Advice/Phone Call",,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/1/2020 8:30,Black Bear,Incident Location,62,Montrose,384 - Montrose E,Area 18,SW,Y,Incident Information,6/28/2020,8:30:00 AM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,8/31/2020 14:17,Black Bear,Incident Location,461,Park,523 - Bailey,Area 01,NE,Y,Incident Information,8/17/2020,4:00:00 PM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,9/4/2020 10:56,Black Bear,Incident Location,20,Boulder,122 - Longmont S,Area 02,NE,Y,Incident Information,8/31/2020,12:00:00 AM,"Food Source Property Damage , Non-Food Property Damage","Livestock , Orchards/Growing Crops","Advice/Phone Call , Educational Materials",,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/24/2020 16:13,Black Bear,Incident Location,61,Montrose,381 - Nucla,Area 18,SW,Y,Incident Information,7/24/2020,5:30:00 AM,Food Source Property Damage,Livestock,"Advice/Phone Call , Site Inspection",,Y,N,,,,,NA,Male,Sub-Adult,Brown,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,"Trap set at home on 7/22 for chicken killing/aggressive bear.  RP heard dogs barking, went outside saw bear in chicken coop.  Dogs ran it up a tree in front yard.  RP shot bear, and called CPW.  Seal #37189.",
Bear/Lion Incident Report,8/27/2020 8:28,Black Bear,Incident Location,511,El Paso,284 - C Spgs NW,Area 14,SE,,Incident Information,8/27/2020,8:28:00 AM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,6/18/2020 8:12,Black Bear,Incident Location,191,Larimer,187 - Red Feathers/Livermr,Area 04,NE,Y,Incident Information,6/9/2020,6:00:00 AM,"Non-Food Property Damage , Sighting",,"Advice/Phone Call , Site Inspection , Pyrotechnics",,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,,
Bear/Lion Incident Report,8/7/2020 8:31,Black Bear,Incident Location,27,Grand,482 - Kremmling N,Area 09,NW,Y,Incident Information,8/6/2020,10:30:00 AM,Sighting,,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,9/11/2020 9:07,Black Bear,Incident Location,28,Grand,483 - Granby,Area 09,NW,Y,Incident Information,9/9/2020,12:30:00 AM,Food Source Property Damage,Trash,Advice/Phone Call,,N,,,,,,,,,,Y,"Jeromy.Huntington@state.co.us, Jeff.Behncke@state.co.us",,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/13/2020 8:40,Black Bear,Incident Location,47,Pitkin,462 - Aspen,Area 08,NW,Y,Incident Information,7/10/2020,9:42:00 AM,Food Source Property Damage,Trash,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,5/13/2020 13:11,Black Bear,Incident Location,131,Routt,493 - Steamboat S,Area 10,NW,Y,Incident Information,5/11/2020,1:11:00 PM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,10/9/2020 5:16,Black Bear,Incident Location,104,Douglas,549 - Parker,Area 05,NE,Y,Incident Information,10/8/2020,11:00:00 PM,Sighting,,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/9/2020 15:03,Black Bear,Incident Location,391,Jefferson,526 - Blackhawk,Area 01,NE,Y,Incident Information,7/7/2020,12:30:00 PM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/31/2020 10:39,Black Bear,Incident Location,71,Montezuma,321 - Dolores,Area 15,SW,Y,Incident Information,7/29/2020,10:39:00 PM,"Food Source Property Damage , Sighting","Trash , Other","Advice/Phone Call , Site Inspection , Trap Set , Euthanized",,Y,N,,,,,,Male,Adult,Brown,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,"RP called WL321 and said that they had a bear that got into a cabin and then poked his head into another house while it was occupied. The bear was tearing into the trash can lid, but was unable to get into it cause it was locked. RP tried scaring the bear away but only walked a few yards away. WL321 set a trap on 7/29. Bear caught and trap pulled on 7/30.",
Bear/Lion Incident Report,1/6/2021 11:35,Black Bear,Incident Location,84,Pueblo,222 - Pueblo E,Area 11,SE,Y,Incident Information,12/24/2020,8:30:00 AM,Unsubstantiated,,"Relocated , Rehabilitation",,Y,N,,,,,,Female,Cub,Brown,N,,,,,,New Marked Animal,Darting,White,SE 324,9.82E+14,N,,,,,,Release Information,12/24/2020,"38.121450, -105.200910",,,,,,,,,
Bear/Lion Incident Report,9/25/2020 8:04,Black Bear,Incident Location,47,Pitkin,462 - Aspen,Area 08,NW,Y,Incident Information,9/24/2020,3:28:00 PM,"Non-Food Property Damage , Sighting",,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,8/20/2020 8:53,Black Bear,Incident Location,43,Pitkin,462 - Aspen,Area 08,NW,Y,Incident Information,8/18/2020,7:00:00 PM,Sighting,,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,6/30/2020 11:23,Black Bear,Incident Location,741,La Plata,326 - Durango W,Area 15,SW,Y,Incident Information,6/30/2020,11:23:00 AM,Food Source Property Damage,"Trash , Outside Food Source","Advice/Phone Call , Site Inspection , Educational Materials",,N,,,,,,,,,,Y,steve.mcclung@state.co.us,Site Inspection,,,,,,,,,,,,,,,,,,,N,,,,,,Bear got into unsecured trash and two bags of chicken feed that were sitting unsecured in the bed of a truck. RP advised to trash and to get an electric fencing set up for chicken coops. Bear intern issued unwelcome mat. Will call to pick it up on 07/20.,
Bear/Lion Incident Report,9/16/2020 22:51,Black Bear,Incident Location,29,Boulder,127 - Boulder N,Area 02,NE,Y,Incident Information,9/14/2020,4:30:00 PM,Sighting,,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,6/28/2020 0:50,Black Bear,Incident Location,511,El Paso,284 - C Spgs NW,Area 14,SE,,Incident Information,6/27/2020,10:09:00 PM,"Food Source Property Damage , Sighting",Trash,"Advice/Phone Call , Site Inspection , Hazed , Relocated",Pepper Spray,Y,N,,,,,,Female,Cub,Black,N,,Site Inspection,Y,Verbal Warning,,New Marked Animal,Darting,White,310,2.43E+15,N,,,,,,Release Information,6/28/2020,"37.076018, -105.126319",,N,,,,,,"CSPD was called to a bear that was in a dumpster. The bear was not afraid of people and the PD hazed the bear with their sirens and PA from 5 feet away and it did nothing. The bear then got into a dumpster and they Pepper sprayed it. The bear was not phased.

There has been numerous encounters of this bear in the area documented in other apps",
Bear/Lion Incident Report,8/27/2020 10:58,Black Bear,Incident Location,38,Jefferson,545 - Westminster,Area 05,NE,N,Incident Information,8/27/2020,10:30:00 AM,Sighting,,Advice/Phone Call,,Y,,,,,,,Unknown,Adult,Brown,N,,,,,,,,,,,,,,,,,,,,,,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjZlYjk2ZDY4LlBob3RvJTIwMS4yMjM4MjkuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTY4OGI5N2NmOGUwMjc3NjQ5ZGQ2ZjE0ZmNjMWE2MjhhMjMyNWE3YzFlYjdmMjY5MGY4NjQ4NjA0MzYwMDM4ZDE2ODdjNGIxM2Y3OGU4NTZkNmUyNTExZWY3ODBmZDRlYg==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjZlYjk2ZDY4LlBob3RvJTIwMi4yMjM4MjkuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTg4N2FkN2M4MWVlMmZhZWMzMWM5MzlhNDIzMTZmM2Y1MjA0NDkzMjY2Y2U0OTQ4ZjZlNDc4NWQwMDQyOTljNWY0OGVhYzdhZWRjYTFlOGYyZWMxNWI0MjUwODEzYjI4Yw==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjZlYjk2ZDY4LlBob3RvJTIwMy4yMjQ4MzQuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTU5MTczOGUwOWI3ZDBhOWEyZmU0OWFlY2FiNzI5YzQ5YWIyZWIzNTEwMjlhOWJjYTYxMDFkODVhMGViNjBhMThkZWZiMGUyMmUxMzMxY2QyMDYwMDQyYjBhOTYwYjZmZg==&w=600,,,,
Bear/Lion Incident Report,7/20/2020 13:37,Black Bear,Incident Location,82,Saguache,367 - Alamosa N,Area 17,SW,Y,Incident Information,7/15/2020,2:00:00 PM,"Food Source Property Damage , Sighting","Trash , Vehicles , Outside Food Source , Other","Advice/Phone Call , Site Inspection , Educational Materials , Pyrotechnics",,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,"I, WL367, visited Dan Grey's residence on 07/16/2020. I ran into neighbor who said the bear was at their residence as well. Neighbor was 17 year old Kodiak Reigel. Kodiak showed me around his property and residence. Alot of trash was taken from the back of their pickup where the trash is stored uncovered. Kodiak stated the bear broke into their other pickup through the back window and ate a bag of peanuts. There was several types of birds running around including geese, chickens, and turkeys. The bear got into the feed containers for the livestock but did not bother the livestock who are roaming about freely. I informed Kodiak and also his father Jim Reigel who i spoke to on the cell phone that they need to pickup and secure their trash and any attractants or the bear would come back and do more damage if a food source is readily available. I left non-lethal bear  deterrants with Kodiak with verbal permission from the father. 

Kodiak took me to Dan Grey's residence. Dan stated that the bear got into his beer cans and some trash. I told Dan to lock up his trash and to keep his bird feeding to a minimum and in-between a specific time frame as well. Dan was left with non-lethal materials as well.",
Bear/Lion Incident Report,8/24/2020 18:50,Black Bear,Incident Location,39,Clear Creek,527 - Idaho Spgs,Area 01,NE,Y,Incident Information,8/22/2020,9:50:00 PM,"Food Source Property Damage , Non-Food Property Damage","Trash , Vehicles , Outside Food Source","Advice/Phone Call , Educational Materials",,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/28/2020 14:33,Black Bear,Incident Location,86,Fremont,262 - Salida E,Area 13,SE,Y,Incident Information,7/24/2020,2:33:00 PM,"Food Source Property Damage , Sighting",Other,"Advice/Phone Call , Site Inspection , Trap Set , Pyrotechnics",,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,"Canterbury called on 7/24/2020 and told me a bear learned how to open a sliding window attached to his mud room.  He told me the bear went in through the sliding window and then took a  bag of dog food.  He stores his dog food in the mud room.  He told me after that happened, on another date,  the bear must have been pushing on the door and the bear somehow managed to turn the door knob and get in.

Note-there wasn't any property damage.  The bear took dog food from the mud room.

Canterbury also told me there were several bears around and that another, much larger bear had been getting into his dumpster.  I recommended that he get a bar and place it on the dumpster to prevent the bear from getting in.

I set a trap on 07/24/20 and gave him pyrotechnics.  

After having the trap set for four nights I pulled the trap on 7/28/2020  and asked them to call me if the bear came back.  When I took the trap they told me they put a bar on top of the dumpster.",
Bear/Lion Incident Report,6/30/2020 15:22,Black Bear,Incident Location,20,Larimer,121 - Longmont N,Area 02,NE,,Incident Information,6/29/2020,10:00:00 PM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
